fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,,
7.3,0.13,0.32,14.4,0.051,34,109,0.9974,3.2,0.35,9.2,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.244019676,0.059545602
7.1,0.12,0.32,9.6,0.054,64,162,0.9962,3.4,0.41,9.4,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.346681611,1.813551362
7.1,0.23,0.35,16.5,0.04,60,171,0.999,3.16,0.59,9.1,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.160690116,0.025821313
7.1,0.23,0.35,16.5,0.04,60,171,0.999,3.16,0.59,9.1,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.160690116,0.025821313
6.9,0.33,0.28,1.3,0.051,37,187,0.9927,3.27,0.6,10.3,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.886773254,0.786366803
6.5,0.17,0.54,8.5,0.082,64,163,0.9959,2.89,0.39,8.8,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.682449868,0.100838087
7.2,0.27,0.46,18.75,0.052,45,255,1,3.04,0.52,8.9,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.880994952,0.776152105
7.2,0.31,0.5,13.3,0.056,68,195,0.9982,3.01,0.47,9.2,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.741669649,0.550073869
6.7,0.41,0.34,9.2,0.049,29,150,0.9968,3.22,0.51,9.1,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.409335291,0.16755538
6.7,0.41,0.34,9.2,0.049,29,150,0.9968,3.22,0.51,9.1,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.409335291,0.16755538
5.5,0.485,0,1.5,0.065,8,103,0.994,3.63,0.4,9.7,4,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.223719701,1.497489906
6,0.31,0.24,3.3,0.041,25,143,0.9914,3.31,0.44,11.3,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.30349315,0.092108092
7,0.14,0.4,1.7,0.035,16,85,0.9911,3.19,0.42,11.8,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.600401612,0.360482096
7.2,0.31,0.5,13.3,0.056,68,195,0.9982,3.01,0.47,9.2,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.741669649,0.550073869
7.3,0.32,0.48,13.3,0.06,57,196,0.9982,3.04,0.5,9.2,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.727366602,0.529062174
5.9,0.36,0.04,5.7,0.046,21,87,0.9934,3.22,0.51,10.2,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.86277899,0.744387585
7.8,0.24,0.32,12.2,0.054,42,138,0.9984,3.01,0.54,8.8,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.680398396,0.462941977
7.4,0.16,0.31,6.85,0.059,31,131,0.9952,3.29,0.34,9.7,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.04363577,1.089175621
6.9,0.19,0.28,5,0.058,14,146,0.9952,3.29,0.36,9.1,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.627526759,0.138736315
6.4,0.13,0.47,1.6,0.092,40,158,0.9928,3.21,0.36,9.8,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.955040066,0.002021396
6.7,0.19,0.36,1.1,0.026,63,143,0.9912,3.27,0.48,11,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.51883509,0.269189851
7.4,0.39,0.23,7,0.033,29,126,0.994,3.14,0.42,10.5,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.908640772,0.825628052
6.5,0.24,0.32,7.6,0.038,48,203,0.9958,3.45,0.54,9.7,7,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.081789635,0.843110274
6.1,0.3,0.56,2.8,0.044,47,179,0.9924,3.3,0.57,10.9,7,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.214669725,0.616743641
6.1,0.3,0.56,2.7,0.046,46,184,0.9924,3.31,0.57,10.9,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.207728827,0.043151265
5.7,0.26,0.25,10.4,0.02,7,57,0.994,3.39,0.37,10.6,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.399796815,1.959431123
6.5,0.24,0.32,7.6,0.038,48,203,0.9958,3.45,0.54,9.7,7,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.081789635,0.843110274
6.5,0.425,0.4,13.1,0.038,59,241,0.9979,3.23,0.57,9,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.63414542,0.402140414
6.6,0.24,0.27,15.8,0.035,46,188,0.9982,3.24,0.51,9.2,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.133481446,1.284780188
6.8,0.27,0.22,8.1,0.034,55,203,0.9961,3.19,0.52,8.9,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.723314038,0.523183197
6.7,0.27,0.31,15.7,0.036,44,179,0.9979,3.26,0.56,9.6,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.240527807,1.538909241
8.2,0.23,0.4,1.2,0.027,36,121,0.992,3.12,0.38,10.7,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.127793068,0.016331068
7.1,0.37,0.67,10.5,0.045,49,155,0.9975,3.16,0.44,8.7,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.433607054,0.188015077
6.8,0.19,0.36,1.9,0.035,30,96,0.9917,3.15,0.54,10.8,7,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.321306028,0.460625508
8.1,0.28,0.39,1.9,0.029,18,79,0.9923,3.23,0.52,11.8,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.359839682,0.129484596
6.3,0.31,0.34,2.2,0.045,20,77,0.9927,3.3,0.43,10.2,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.816620171,0.666868504
7.1,0.37,0.67,10.5,0.045,49,155,0.9975,3.16,0.44,8.7,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.433607054,0.188015077
7.9,0.21,0.4,1.2,0.039,38,107,0.992,3.21,0.54,10.8,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.33299644,0.110886629
8.5,0.21,0.41,4.3,0.036,24,99,0.9947,3.18,0.53,9.7,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.936514667,0.004030388
8.1,0.2,0.4,2,0.037,19,87,0.9921,3.12,0.54,11.2,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.367834735,0.135302392
6.3,0.255,0.37,1.1,0.04,37,114,0.9905,3,0.39,10.9,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.119143276,0.01419512
5.6,0.16,0.27,1.4,0.044,53,168,0.9918,3.28,0.37,10.1,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.138084053,0.019067206
6.4,0.595,0.14,5.2,0.058,15,97,0.9951,3.38,0.36,9,4,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,4.923474164,0.852804532
6.3,0.34,0.33,4.6,0.034,19,80,0.9917,3.38,0.58,12,7,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.60236212,0.158115884
6.9,0.25,0.3,4.1,0.054,23,116,0.994,2.99,0.38,9.4,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.53110997,0.21985786
7.9,0.22,0.38,8,0.043,46,152,0.9934,3.12,0.32,11.5,7,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.608359681,0.15338214
7.6,0.18,0.46,10.2,0.055,58,135,0.9968,3.14,0.43,9.9,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.150548096,0.022664729
6.9,0.25,0.3,4.1,0.054,23,116,0.994,2.99,0.38,9.4,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.53110997,0.21985786
7.2,0.18,0.41,1.2,0.048,41,97,0.9919,3.14,0.45,10.4,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.180705767,1.394066107
8.2,0.23,0.4,7.5,0.049,12,76,0.9966,3.06,0.84,9.7,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.923482541,0.005854921
7.4,0.24,0.42,14,0.066,48,198,0.9979,2.89,0.42,8.9,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.737627336,0.068839415
7.4,0.24,0.42,14,0.066,48,198,0.9979,2.89,0.42,8.9,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.737627336,0.068839415
6.1,0.32,0.24,1.5,0.036,38,124,0.9898,3.29,0.42,12.4,7,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.627876617,0.138475812
5.2,0.44,0.04,1.4,0.036,43,119,0.9894,3.36,0.33,12.1,8,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.336962992,2.76569209
5.2,0.44,0.04,1.4,0.036,43,119,0.9894,3.36,0.33,12.1,8,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.336962992,2.76569209
6.1,0.32,0.24,1.5,0.036,38,124,0.9898,3.29,0.42,12.4,7,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.627876617,0.138475812
6.4,0.22,0.56,14.5,0.055,27,159,0.998,2.98,0.4,9.1,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.751297211,0.564447499
6.3,0.36,0.3,4.8,0.049,14,85,0.9932,3.28,0.39,10.6,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.872023574,0.760425113
7.4,0.24,0.42,14,0.066,48,198,0.9979,2.89,0.42,8.9,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.737627336,0.068839415
6.7,0.24,0.35,13.1,0.05,64,205,0.997,3.15,0.5,9.5,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.151737238,1.326498664
7,0.23,0.36,13,0.051,72,177,0.9972,3.16,0.49,9.8,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.25130554,1.565765554
8.4,0.27,0.46,8.7,0.048,39,197,0.9974,3.14,0.59,9.6,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.787122588,0.045316792
6.7,0.46,0.18,2.4,0.034,25,98,0.9896,3.08,0.44,12.6,7,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.381115464,0.383018069
7.5,0.29,0.31,8.95,0.055,20,151,0.9968,3.08,0.54,9.3,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.598639716,0.35836951
9.8,0.42,0.48,9.85,0.034,5,110,0.9958,2.87,0.29,10,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.552286871,0.305020788
7.1,0.3,0.46,1.5,0.066,29,133,0.9906,3.12,0.54,12.7,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.599041158,0.358850309
7.9,0.19,0.45,1.5,0.045,17,96,0.9917,3.13,0.39,11,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.253232251,0.064126573
7.6,0.48,0.37,0.8,0.037,4,100,0.9902,3.03,0.39,11.4,4,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.817883577,3.304700699
6.3,0.22,0.43,4.55,0.038,31,130,0.9918,3.35,0.33,11.5,7,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.563369258,0.190646405
7.5,0.27,0.31,17.7,0.051,33,173,0.999,3.09,0.64,10.2,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.305620404,1.70464464
6.9,0.23,0.4,7.5,0.04,50,151,0.9927,3.11,0.27,11.4,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.537089095,0.288464696
7.2,0.32,0.47,5.1,0.044,19,65,0.991,3.03,0.41,12.6,4,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.627126936,6.901795937
5.9,0.23,0.3,12.9,0.054,57,170,0.9972,3.28,0.39,9.4,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.045638946,1.093360806
6,0.67,0.07,1.2,0.06,9,108,0.9931,3.11,0.35,8.7,4,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,4.45083729,0.203254262
6.4,0.25,0.32,5.5,0.049,41,176,0.995,3.19,0.68,9.2,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.796785396,0.041296175
6.4,0.33,0.31,5.5,0.048,42,173,0.9951,3.19,0.66,9.3,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.644037235,0.12670949
7.1,0.34,0.15,1.2,0.053,61,183,0.9936,3.09,0.43,9.2,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.383526771,0.147092784
6.8,0.28,0.4,22,0.048,48,167,1.001,2.93,0.5,8.7,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.855798616,0.732391271
6.9,0.27,0.4,14,0.05,64,227,0.9979,3.18,0.58,9.6,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.134337144,0.018046468
6.8,0.26,0.56,11.9,0.043,64,226,0.997,3.02,0.63,9.3,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.978806828,0.958062807
6.8,0.29,0.56,11.9,0.043,66,230,0.9972,3.02,0.63,9.3,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.899177222,0.808519677
6.7,0.24,0.41,9.4,0.04,49,166,0.9954,3.12,0.61,9.9,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.175918787,0.03094742
5.9,0.3,0.23,4.2,0.038,42,119,0.9924,3.15,0.5,11,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.178470833,1.388793503
6.8,0.53,0.35,3.8,0.034,26,109,0.9906,3.26,0.57,12.7,8,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.451382264,2.398216893
6.5,0.28,0.28,8.5,0.047,54,210,0.9962,3.09,0.54,8.9,4,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.635906363,2.676189627
6.6,0.28,0.28,8.5,0.052,55,211,0.9962,3.09,0.55,8.9,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.652002957,0.121101942
6.8,0.28,0.4,22,0.048,48,167,1.001,2.93,0.5,8.7,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.855798616,0.732391271
6.8,0.28,0.36,8,0.045,28,123,0.9928,3.02,0.37,11.4,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.387208842,0.149930687
6.6,0.15,0.34,5.1,0.055,34,125,0.9942,3.36,0.42,9.6,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.103166455,1.216976227
6.4,0.29,0.44,3.6,0.2,75,181,0.9942,3.02,0.41,9.1,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.471941027,0.222728333
6.4,0.3,0.45,3.5,0.197,76,180,0.9942,3.02,0.39,9.1,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.437512692,0.316391972
6.4,0.29,0.44,3.6,0.197,75,183,0.9942,3.01,0.38,9.1,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.446303631,0.199186931
6.8,0.26,0.24,7.8,0.052,54,214,0.9961,3.13,0.47,8.9,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.633861362,0.401780226
7.1,0.32,0.24,13.1,0.05,52,204,0.998,3.1,0.49,8.8,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.659681374,0.435179516
